premises_name, suburb, licence_no, address_1, address_2, postcode, long, licence_category, objectid, lga, lat
CUMULUS EATING HOUSE & BAR,MELBOURNE,36134205,45 FLINDERS LANE,null,3000,144.9730943,Limited Licence,2166,MELBOURNE,-37.8148319
BUZA CHICKEN,MELBOURNE,32320422,"SHOP 3, 365 QUEEN STREET",null,3000,144.9579917,Restaurant and cafe Licence,2172,MELBOURNE,-37.80988104
WONDERBOWL SWANSTON,MELBOURNE,32321460,SHOP 5,319-325 SWANSTON STREET,3000,144.9640558,Restaurant and cafe Licence,2225,MELBOURNE,-37.81074798
SAKURA KAITEN SUSHI II,MELBOURNE,32321208,"SHOP 1, 272-282 LONSDALE STREET",null,3000,144.9640214,Restaurant and cafe Licence,2237,MELBOURNE,-37.81150481
DONG RESTAURANT,MELBOURNE,32321258,GROUND FLOOR,27 LITTLE COLLINS STREET,3000,144.9726294,Restaurant and cafe Licence,2270,MELBOURNE,-37.81273245
GOLDEN SUN MOTH,MELBOURNE,32321648,3/377 LONSDALE STREET,null,3000,144.9613973,Restaurant and cafe Licence,2283,MELBOURNE,-37.81272936
BRADY HOTELS PTY LTD,MELBOURNE,36134441,22-32 LITTLE LATROBE STREET,null,3000,144.9626824,Limited Licence,2284,MELBOURNE,-37.8091708
BRADY HOTELS PTY LTD,MELBOURNE,32320969,22-32 LITTLE LATROBE STREET,null,3000,144.962637,Restaurant and cafe Licence,2285,MELBOURNE,-37.80920682
QIPO HOT POT,MELBOURNE,32321290,"LEVEL 1, 280 LITTLE LONSDALE STREET",null,3000,144.9608301,Restaurant and cafe Licence,2325,MELBOURNE,-37.81143173
FORT DELTA,MELBOURNE,36135120,SHOP 59 CAPITOL ARCADE,113 SWANSTON STREET,3000,144.9659618,Limited Licence,2329,MELBOURNE,-37.81500128
DON DON,MELBOURNE,32321892,"LOT 102, 564 COLLINS STRET",null,3000,144.9558063,Restaurant and cafe Licence,2333,MELBOURNE,-37.81832267
null,MELBOURNE,32321745,BASEMENT,335 FLINDERS LANE,3000,144.9632006,On-Premises Licence,2341,MELBOURNE,-37.81779357
UNION ELECTRIC,MELBOURNE,32322393,13 HEFFERNAN LANE,null,3000,144.9665879,On-Premises Licence,2356,MELBOURNE,-37.81178487
IN A RUSH 607 BOURKE STREET,MELBOURNE,32322220,"GROUND FLOOR, 607 BOURKE STREET",null,3000,144.955512,Restaurant and cafe Licence,2369,MELBOURNE,-37.81670976
CAFENATICS 367 COLLINS,MELBOURNE,32322034,REAR GROUND FLOOR,367 COLLINS STREET,3000,144.9623264,Restaurant and cafe Licence,2370,MELBOURNE,-37.81706349
OHGAM,MELBOURNE,32322123,139 LONSDALE STREET,null,3000,144.9682351,Restaurant and cafe Licence,2380,MELBOURNE,-37.81075817
QT MELBOURNE,MELBOURNE,31956115,131-141 RUSSELL STREET,null,3000,144.9680754,Late night (general) Licence,2385,MELBOURNE,-37.81335671
ALTO HOTEL ON BOURKE,MELBOURNE,36135586,636 BOURKE STREET,null,3000,144.9547966,Limited Licence,2407,MELBOURNE,-37.81644821
CITY DUTY FREE,MELBOURNE,32065315,"GROUND FLOOR, 225 BOURKE STREET",null,3000,144.9670642,Packaged Liquor Licence,2414,MELBOURNE,-37.81336176
WYNDHAM ON WILLIAM MELBOURNE,MELBOURNE,36135269,189-203 WILLIAM STREET,null,3000,144.9570918,Limited Licence,2464,MELBOURNE,-37.81467407
ROSSLYN PIZZERIA,WEST MELBOURNE,32323129,56 ROSSLYN STREET,null,3003,144.9524512,Restaurant and cafe Licence,2468,MELBOURNE,-37.8075724
MIXOLOGY MANAGEMENT,MELBOURNE,36135489,169 EXHIBITION STREET,null,3000,144.9701313,Limited Licence,2483,MELBOURNE,-37.81163263
WYNDHAM ON WILLIAM MELBOURNE,MELBOURNE,31954951,189-203 WILLIAM STREET,null,3000,144.9570805,General Licence,2485,MELBOURNE,-37.81465605
BA GET,MELBOURNE,32322652,132 RUSSELL STREET,null,3000,144.9685861,Restaurant and cafe Licence,2491,MELBOURNE,-37.81316394
PHO DZUNG TAN DINH CITY,MELBOURNE,31283774,234B RUSSELL STREET,null,3000,144.9675877,BYO Permit,2498,MELBOURNE,-37.81095622
GUZMAN Y GOMEZ LEASING,MELBOURNE,32322864,SHOP 53 COLLINS PLACE,45 COLLINS STREET,3000,144.9726517,On-Premises Licence,2505,MELBOURNE,-37.81405693
SHANDONG MAMA MINI,MELBOURNE,32322898,5/258-260 FLINDERS LANE,null,3000,144.9655294,Restaurant and cafe Licence,2509,MELBOURNE,-37.81676712
PODIUM ESPRESSO BAR AND KITCHEN,MELBOURNE,32322547,"GROUND LEVEL, 501 SWANSTON STREET",null,3000,144.9622293,Restaurant and cafe Licence,2512,MELBOURNE,-37.80683705
RESTAURANT SHIK,MELBOURNE,32323878,"SHOP 2, 377 LONSDALE STREET",null,3000,144.9614086,Restaurant and cafe Licence,2514,MELBOURNE,-37.8127564
YAMATO JAPANESE RESTAURANT,MELBOURNE,32322563,225 EXHIBITION STREET,null,3000,144.9696661,Restaurant and cafe Licence,2518,MELBOURNE,-37.81065943
DELHI STREET,MELBOURNE,32323006,"SHOP 6 & 7, 517 FLINDERS LANE",null,3000,144.9565324,Restaurant and cafe Licence,2527,MELBOURNE,-37.81982761
NANDO'S 27 ELIZABETH STREET,MELBOURNE,32323048,27 ELIZABETH STREET,null,3000,144.964416,Restaurant and cafe Licence,2530,MELBOURNE,-37.81751463
HENRY AND THE FOX,MELBOURNE,36135772,"SHOPS 10-12, MCCRACKEN'S RETAIL",500 COLLINS STREET,3000,144.9575898,Limited Licence,2543,MELBOURNE,-37.81782776
QUEEN STREET RESCUE,MELBOURNE,36135625,185-191 QUEEN STREET,null,3000,144.9600791,Limited Licence,2550,MELBOURNE,-37.81423361
DRUMMOND GOLF MELBOURNE,MELBOURNE,36137554,126 - 130 FRANKLIN STREET,null,3000,144.9585832,Limited Licence,2553,MELBOURNE,-37.80816934
MR ZHAO YANG HOU,MELBOURNE,32323365,UNIT 101,28 WILLS STREET,3000,144.9574689,Restaurant and cafe Licence,2564,MELBOURNE,-37.8107278
TEATRO,MELBOURNE,32323438,TENANCY A - HAMER HALL,100 ST KILDA ROAD,3000,144.9681743,Restaurant and cafe Licence,2565,MELBOURNE,-37.82027275
CHILANGOS MEXICAN CANTINA,MELBOURNE,32324109,TG21 GOLDSBOROUGH LANE,null,3000,144.9575004,Restaurant and cafe Licence,2571,MELBOURNE,-37.81530492
GRILL'D,SOUTHBANK,32324654,"SHOP GR32, SOUTHGATE RESTAURANT & SHOPPING PRECINCT",SOUTHGATE COMPLEX,3006,144.9665161,On-Premises Licence,2581,MELBOURNE,-37.82008309
DINNER BY HESTON BLUMENTHAL,SOUTHBANK,32323292,"TENANCY 130, CROWN ENTERTAINMENT COMPLEX",8 WHITEMAN STREET,3006,144.9600974,Restaurant and cafe Licence,2587,MELBOURNE,-37.82245076
BA GET LA TROBE,MELBOURNE,32323226,3/ 284-294 LA TROBE STREET,null,3000,144.960967,Restaurant and cafe Licence,2617,MELBOURNE,-37.81017938
CHILLI INDIA SIGNATURE,MELBOURNE,32323250,SHOP GD 0E7 MELBOURNE CENTRAL,211 LATROBE STREET,3000,144.9634308,Restaurant and cafe Licence,2627,MELBOURNE,-37.81149562
FAMISH'D,MELBOURNE,32323412,385 BOURKE STREET,null,3000,144.9628046,Restaurant and cafe Licence,2653,MELBOURNE,-37.81473905
HELLO JOSE,WEST MELBOURNE,32324612,85-87 PEEL STREET,null,3003,144.955609,Restaurant and cafe Licence,2658,MELBOURNE,-37.80619507
SCHNITZ - SPENCER OUTLET,DOCKLANDS,32323577,"TENANCY K3, SPENCER OUTLET CENTRE",201 SPENCER STREET,3008,144.9519351,Restaurant and cafe Licence,2676,MELBOURNE,-37.81551005
DUKE OF WELLINGTON,MELBOURNE,31955567,146 FLINDERS STREET,null,3000,144.9700385,General Licence,2685,MELBOURNE,-37.81651605
LARDER SECTION,MELBOURNE,32323909,"SHOP 4, 37 HARDWARE LANE",null,3000,144.9611923,Restaurant and cafe Licence,2701,MELBOURNE,-37.81381951
OPPA KITCHEN,MELBOURNE,32323917,271 SWANSTON STREET,null,3000,144.9646458,Restaurant and cafe Licence,2716,MELBOURNE,-37.8118654
PHO FLINDERS EXPRESS,MELBOURNE,32324060,"SHOP 1C, 288 FLINDERS STREET",null,3000,144.9646316,Restaurant and cafe Licence,2717,MELBOURNE,-37.81807331
BORNGA MELBOURNE CITY,MELBOURNE,32324840,1/188 LITTLE BOURKE STREET,null,3000,144.9669399,Restaurant and cafe Licence,2736,MELBOURNE,-37.81190209
ROSA'S ITALIAN CANTEEN,MELBOURNE,32324272,TENANCY 8,500 BOURKE STREET,3000,144.9586591,Restaurant and cafe Licence,2747,MELBOURNE,-37.8148368
RICE WORKSHOP,MELBOURNE,32324214,238 LITTLE BOURKE STREET,null,3000,144.965804,Restaurant and cafe Licence,2765,MELBOURNE,-37.81227119
BERTO'S BAR,MELBOURNE,32324418,180 WILLIAM STREET,null,3000,144.9580345,Restaurant and cafe Licence,2766,MELBOURNE,-37.81476451
FEDERAL COFFEE PALACE,MELBOURNE,32324426,TENANCY G22 & G23 GPO DEVELPMENT,188-218 ELIZABETH STREET,3000,144.9633161,Restaurant and cafe Licence,2813,MELBOURNE,-37.81380216
SHUJI SUSHI 45 BOURKE ST,MELBOURNE,32325147,45 BOURKE STREET,null,3000,144.9718802,Restaurant and cafe Licence,2834,MELBOURNE,-37.81193038
CHOCOLATE ARCADE,MELBOURNE,32325210,17 HOWEY PLACE,null,3000,144.9655642,Restaurant and cafe Licence,2861,MELBOURNE,-37.8151273
RAJPUTANA,MELBOURNE,32324882,22 WILLIAM STREET,null,3000,144.9599518,Restaurant and cafe Licence,2862,MELBOURNE,-37.81872958
CHINA SPICE,MELBOURNE,32325333,"SHOP 1&2, 280 LITTLE LONSDALE STREET",null,3000,144.9608301,Restaurant and cafe Licence,2882,MELBOURNE,-37.81144074
CHILANGOS MEXICAN CANTINA,MELBOURNE,36136689,TG21 GOLDSBOROUGH LANE,null,3000,144.9572845,Limited Licence,2884,MELBOURNE,-37.81539494
NAMOO NAMOO,MELBOURNE,32325244,167 QUEEN ST,null,3000,144.9602833,Restaurant and cafe Licence,2903,MELBOURNE,-37.81466616
BUSAN GUKBAB,MELBOURNE,32325202,179 QUEEN STREET,null,3000,144.960186,Restaurant and cafe Licence,2905,MELBOURNE,-37.81447899
TRIIM,MELBOURNE,32326371,33 HARDWARE LANE,null,3000,144.961215,Restaurant and cafe Licence,2930,MELBOURNE,-37.81383754
SWEETIE AND MOUSTACHE DESSERT LOUNGE,MELBOURNE,32325422,LEVEL 3 & 4,205 RUSSELL STREET,3000,144.9673034,Restaurant and cafe Licence,2945,MELBOURNE,-37.81168595
THE LOST PLOT,DOCKLANDS,36136697,C/- ISAACS & COLE,314/838 COLLINS ST,3008,144.9617693,Limited Licence,2951,MELBOURNE,-37.81824363
PHO N ROLL,MELBOURNE,32325799,585 LITTLE COLLINS STREET,null,3000,144.9554091,Restaurant and cafe Licence,2958,MELBOURNE,-37.81781796
EL RINCON,MELBOURNE,36137368,"SHOP 69, QUEEN VICTORIA MARKET",null,3000,144.956915,Limited Licence,2992,MELBOURNE,-37.80614148
MR HUANG JING,MELBOURNE,32325977,"SHOPS 4 & 5, KATHERINE PLACE","GROUND LEVEL, 517 FLINDERS LANE",3000,144.9564869,Restaurant and cafe Licence,2996,MELBOURNE,-37.8198366
EL RINCON,MELBOURNE,32326321,SHOP 69,QUEEN VICTORIA MARKET,3000,144.9569597,Restaurant and cafe Licence,2997,MELBOURNE,-37.80740291
APNA DESI INDIAN RESTAURANT & GROCERY,MELBOURNE,32326232,"SHOP 5, 120 SPENCER STREET",null,3000,144.954364,Restaurant and cafe Licence,3015,MELBOURNE,-37.81817797
SAVING GRACE,MELBOURNE,32325854,GROUND FLOOR,505 LITTLE COLLINS STREET,3000,144.9577833,Restaurant and cafe Licence,3026,MELBOURNE,-37.81715208
COLLINS HOTEL,MELBOURNE,36137318,182 COLLINS STREET,null,3000,144.967427,Limited Licence,3033,MELBOURNE,-37.81474039
ST JEROMES THE HOTEL,MELBOURNE,36137376,LEVEL 3 - 271 LITTLE LONSDALE STREET,null,3000,144.9633514,Limited Licence,3045,MELBOURNE,-37.81129738
SHUJINKO,MELBOURNE,32326096,225 RUSSELL STREET,null,3000,144.9671787,Restaurant and cafe Licence,3046,MELBOURNE,-37.81132552
LA KUAIZI,MELBOURNE,32330841,UNIT 2 & PART GROUND FLOOR,234-236 FLINDERS LANE,3000,144.9663018,Restaurant and cafe Licence,3047,MELBOURNE,-37.81656912
ETTO ST JAMES,MELBOURNE,32326850,6/535 BOURKE STREET,null,3000,144.9578974,Restaurant and cafe Licence,3054,MELBOURNE,-37.81612497
VINO JAPAN PTY LTD,WEST MELBOURNE,36137245,38 JEFFCOTT STREET,null,3003,144.9520852,Limited Licence,3069,MELBOURNE,-37.8116448
CAFE EURASIA,MELBOURNE,32326436,SHOP 1-3 600 COLLINS STREET,null,3000,144.9549544,Restaurant and cafe Licence,3080,MELBOURNE,-37.81850255
ST JEROMES THE HOTEL,MELBOURNE,32326460,LEVEL 3 - 271 LITTLE LONSDALE STREET,null,3000,144.963431,On-Premises Licence,3084,MELBOURNE,-37.81118027
CROWN ASIAN SUPERMARKET,MELBOURNE,32065543,TENANCY T303,201 SPENCER STREET,3000,144.9524798,Packaged Liquor Licence,3091,MELBOURNE,-37.81612295
NOODLE WIZARD,MELBOURNE,32326703,167-169 RUSSELL STREET,null,3000,144.9676552,Restaurant and cafe Licence,3095,MELBOURNE,-37.81246091
MR. RAMEN SAN,MELBOURNE,32326591,"SHOP 12A, 194-200 BOURKE STREET",null,3000,144.9673258,Restaurant and cafe Licence,3104,MELBOURNE,-37.81243379
GIN LANE AUSTRALIA PTY LTD,MELBOURNE,36138071,"LEVEL 10, 313 LA TROBE STREET",null,3000,144.9601603,Limited Licence,3122,MELBOURNE,-37.81089992
EASY POT,MELBOURNE,32327115,303 ELIZABETH STREET,null,3000,144.9616478,Restaurant and cafe Licence,3127,MELBOURNE,-37.81153111
LEE HO FOOKS,MELBOURNE,32326834,11-15 DUCKBOARD PLACE,null,3000,144.9713223,Restaurant and cafe Licence,3128,MELBOURNE,-37.81557932
DAMON BRADLEY SOUTHGATE,SOUTHBANK,32327377,SHOP M14,3 SOUTHGATE AVENUE,3006,144.9664366,Restaurant and cafe Licence,3159,MELBOURNE,-37.8201101
SAIGON SQUARE,MELBOURNE,32327335,TENANCY GDO3,MELBOURNE CENTRAL SHOPPING CENTRE,3000,144.9627728,Restaurant and cafe Licence,3161,MELBOURNE,-37.81014391
LITTLE BILLY MELBOURNE,MELBOURNE,32333378,"SHOP W102, 190 WILLIAM STREET",null,3000,144.9582354,Restaurant and cafe Licence,3181,MELBOURNE,-37.81469142
DIESEL LOUNGE BAR,MELBOURNE,32333271,202 LITTLE LONSDALE STREET,null,3000,144.9617298,On-Premises Licence,3229,MELBOURNE,-37.81052493
BABABOI,DOCKLANDS,32329125,16/60 SIDDELEY STREET,null,3008,144.9523508,Restaurant and cafe Licence,3232,MELBOURNE,-37.82270022
BWS - BEER WINE SPIRITS,MELBOURNE,32065909,60 ELIZABETH STREET,null,3000,144.9645753,Packaged Liquor Licence,3239,MELBOURNE,-37.81684793
THE COMMON MELBOURNE,MELBOURNE,32327482,570 BOURKE STREET,null,3000,144.9569322,Restaurant and cafe Licence,3242,MELBOURNE,-37.81581829
PHO NOM,MELBOURNE,32327864,TENANCY 4,567 COLLINS STREET,3000,144.9557038,Restaurant and cafe Licence,3257,MELBOURNE,-37.8189263
BANK PLACE FOOD STORE,MELBOURNE,31955753,433 LITTLE COLLINS STREET,null,3000,144.960337,General Licence,3263,MELBOURNE,-37.816313
GOODOVENING,MELBOURNE,32327717,SHOP 3,200 QUEEN STREET,3000,144.9603633,Restaurant and cafe Licence,3277,MELBOURNE,-37.81359399
TETSU JIN,MELBOURNE,32327903,"SHOP M0004, EMPORIUM MELBOURNE",295 LONSDALE STREET,3000,144.9636235,Restaurant and cafe Licence,3303,MELBOURNE,-37.81220748
PONYFISH ISLAND,SOUTHBANK,32328022,SOUTHBANK PEDESTRIAN BRIDGE,SOUTHBANK PROMENADE,3006,144.9614048,On-Premises Licence,3334,MELBOURNE,-37.82028879
MELINA ON THE ROOFTOP,MELBOURNE,32331148,"LEVEL 13, 168 LONSDALE STREET",null,3000,144.9674061,Restaurant and cafe Licence,3353,MELBOURNE,-37.81059576
SHONAN KAMAKURA,MELBOURNE,32328234,"TENANCY T4, 9 KATHERINE PLACE",null,3000,144.9564753,Restaurant and cafe Licence,3363,MELBOURNE,-37.82029611
BY KOREA,MELBOURNE,32328381,"REAR, GROUND FLOOR",242-244 LITTLE BOURKE STREET,3000,144.965543,Restaurant and cafe Licence,3377,MELBOURNE,-37.8119918
BAR HUMBUG,MELBOURNE,36138437,586 LITTLE BOURKE STREET,null,3000,144.9550016,Limited Licence,3413,MELBOURNE,-37.81542114
GROSSI FLORENTINO,MELBOURNE,36138330,ADMINISTRATRION OFFICE,"LEVEL 10, 168 EXHIBITION STREET",3000,144.9706009,Limited Licence,3442,MELBOURNE,-37.81156186
PRIME HOUSE (BOURKE STREET),MELBOURNE,32329387,SHOP 5A RETAIL PLAZA,500 BOURKE STREET,3000,144.9589428,Restaurant and cafe Licence,3463,MELBOURNE,-37.81526938
BA NOI,MELBOURNE,32329280,LB4B 199 WILLIAM STREET,null,3000,144.9574781,Restaurant and cafe Licence,3498,MELBOURNE,-37.81453005
IGA EXPRESS COLLINS,MELBOURNE,32065886,GROUND FLOOR,"SHOP 3, 470 COLLINS ST",3000,144.9583736,Packaged Liquor Licence,3514,MELBOURNE,-37.81762981
SHIKI BREWING,MELBOURNE,36138592,LEVEL 1,18 OLIVER LANE,3000,144.9701863,Limited Licence,3531,MELBOURNE,-37.81614668
DOSIROCK,MELBOURNE,36138877,"SHOP 1, 280 KING STREET",null,3000,144.954662,Limited Licence,3536,MELBOURNE,-37.81354692
PONDOK REMPAH,MELBOURNE,32329565,487 ELIZABETH STREET,null,3000,144.9599009,Restaurant and cafe Licence,3556,MELBOURNE,-37.80756611
SHUJI SUSHI,MELBOURNE,32329620,SHOP 1,238 FLINDERS LANE,3000,144.9660519,Restaurant and cafe Licence,3565,MELBOURNE,-37.81666816
"BWS - BEER, WINE, SPIRITS",MELBOURNE,32066565,388-396 ELIZABETH STREET,null,3000,144.9613061,Packaged Liquor Licence,3567,MELBOURNE,-37.80960791
A25 PIZZERIA,MELBOURNE,32329743,"SHOP 3, 399 LONSDALE STREET",null,3000,144.9606249,Restaurant and cafe Licence,3611,MELBOURNE,-37.81290931
FRENCH SALOON,MELBOURNE,32329905,FIRST FLOOR,380-384 LITTLE BOURKE STREET,3000,144.9613514,Restaurant and cafe Licence,3618,MELBOURNE,-37.81359431
NENE CHICKEN (ELIZABETH ST),MELBOURNE,32330980,SHOP S02,410 ELIZABETH STREET,3000,144.9611721,Restaurant and cafe Licence,3626,MELBOURNE,-37.80901715
SLATE RESTURANT BAR,MELBOURNE,32330451,TM09,CORNER WILLIAM AND BOURKE STREET,3000,144.9571142,On-Premises Licence,3636,MELBOURNE,-37.81526874
ENA GREEK STREET FOOD,SOUTHBANK,32330118,SHOP MRO4/M9 SOUTHGATE MELBOURNE RESTAURANT & SHOPPING CENT,3 SOUTHGATE AVENUE,3006,144.9663798,Restaurant and cafe Licence,3645,MELBOURNE,-37.82002899
BUDDABAH,MELBOURNE,32330061,TENANCIES T1 & T2,567 COLLINS STREET,3000,144.9556243,Restaurant and cafe Licence,3646,MELBOURNE,-37.81881815
TAHINI,MELBOURNE,32330192,"TENANCY 1-3, THE WILLIAM",199 WILLIAM STREET,3000,144.9574781,Restaurant and cafe Licence,3661,MELBOURNE,-37.81454807
STOCKROOM 567,MELBOURNE,32330427,TENANCY 10,567 COLLINS STREET,3000,144.955647,Restaurant and cafe Licence,3674,MELBOURNE,-37.81882717
ROYAL STACKS,MELBOURNE,32330265,"G02, 470 COLLINS STREET",null,3000,144.9584304,Restaurant and cafe Licence,3684,MELBOURNE,-37.81764785
TASTE HUNAN,MELBOURNE,32330273,"SHOP 24, 235 BOURKE STREET",null,3000,144.9658717,Restaurant and cafe Licence,3686,MELBOURNE,-37.81324429
HENRIETTA'S CHICKEN SHOP,MELBOURNE,32330948,"SHOP 7, 357 COLLINS STREET",null,3000,144.962565,Restaurant and cafe Licence,3699,MELBOURNE,-37.81683831
THE BLUE BASEMENT,MELBOURNE,32330817,LOT 4R 11 SINGERS LANE,null,3000,144.9565259,On-Premises Licence,3708,MELBOURNE,-37.8113852
SUSHI HUB SWANSTON,MELBOURNE,32330516,"SHOP 2, 55 SWANSTON STREET",null,3000,144.9666881,Restaurant and cafe Licence,3727,MELBOURNE,-37.81635299
POMODORO SARDO,MELBOURNE,32332186,BASEMENT LEVEL,111 LONSDALE STREET,3000,144.969096,Restaurant and cafe Licence,3735,MELBOURNE,-37.81051756
POMODORO SARDO,MELBOURNE,32331499,GROUND FLOOR,111 LONSDALE STREET,3000,144.969096,Restaurant and cafe Licence,3736,MELBOURNE,-37.81051756
THE IMPROV CONSPIRACY TRAINING CENTRE & THEATRE,MELBOURNE,32330370,"LEVEL 1, 19 MEYERS PLACE",null,3000,144.9721186,On-Premises Licence,3738,MELBOURNE,-37.81214668
LITTLE SPARROW MELBOURNE,MELBOURNE,32330621,"TENANCY K006, LEVEL 2, THE EMPORIUM",287 LONSDALE STREET,3000,144.9635214,Restaurant and cafe Licence,3742,MELBOURNE,-37.81212636
HELLENIC MUSEUM,MELBOURNE,32332403,280 WILLIAM STREET,null,3000,144.9570759,On-Premises Licence,3754,MELBOURNE,-37.81259018
MERCHANT OSTERIA VENETA,MELBOURNE,31955850,SHOP 2,487-503 COLLINS STREET,3000,144.9579683,General Licence,3767,MELBOURNE,-37.81820137
HIGHER GROUND MELBOURNE,MELBOURNE,32330972,TENANCY 101T,214 SPENCER STREET,3000,144.9529911,Restaurant and cafe Licence,3768,MELBOURNE,-37.81587988
BURGER PROJECT ST COLLINS,MELBOURNE,32332534,TENANCY FL 2.05 LEVEL 2 ST COLLINS LANE,260 COLLINS STREET,3000,144.9650797,On-Premises Licence,3781,MELBOURNE,-37.81572013
ROYAL SAINT COLLINS,MELBOURNE,32332542,TENANCY RG.03 GROUND FLOOR ST COLLINS LANE,260 COLLINS STREET,3000,144.9650797,On-Premises Licence,3782,MELBOURNE,-37.81572013
PEPPER LUNCH ELIZABETH STREET,MELBOURNE,32331253,309-311 ELIZABETH STREET,null,3000,144.9616592,Restaurant and cafe Licence,3803,MELBOURNE,-37.81144101
HAWKER BOYS,MELBOURNE,32334057,SHOP 2,399 LONSDALE STREET,3000,144.960655,Restaurant and cafe Licence,3847,MELBOURNE,-37.81297252
TIM HO WAN,MELBOURNE,32331342,"SHOPS 15, 16 & 17",206 BOURKE STREET,3000,144.9670197,Restaurant and cafe Licence,3856,MELBOURNE,-37.81291494
TSUTA,MELBOURNE,32331790,SHOP C,389 LONSDALE STREET,3000,144.961012,Restaurant and cafe Licence,3861,MELBOURNE,-37.8128651
A NEW LIFE POT MELBOURNE,MELBOURNE,32332576,385 LITTLE LONSDALE STREET,null,3000,144.9605074,Restaurant and cafe Licence,3879,MELBOURNE,-37.81180198
THEOBROMA CHOCOLATE LOUNGE BAR-SOUTHERN CROSS,DOCKLANDS,32331805,"SHOP F219, LEVEL 1 SPENCER OUTLET CENTRE",201 SPENCER STREET,3008,144.9526066,Restaurant and cafe Licence,3911,MELBOURNE,-37.81639485
GOODY'S LONSDALE STREET,MELBOURNE,32334510,GROUND FLOOR,168 LONSDALE STREET,3000,144.9673792,Restaurant and cafe Licence,3919,MELBOURNE,-37.81057806
SUNI SUSHI BAR,SOUTHBANK,32331944,"SHOP 7, 3 FRESHWATER PLACE",null,3000,144.9624714,Restaurant and cafe Licence,3922,MELBOURNE,-37.82153375
NO VACANCY GALLERY,MELBOURNE,36140028,34-40 JANE BELL LANE,null,3000,144.9655342,Limited Licence,3923,MELBOURNE,-37.8103574
DRAGON HOTPOT,MELBOURNE,32331960,213 RUSSELL STREET,null,3000,144.9672498,Restaurant and cafe Licence,3924,MELBOURNE,-37.81156713
KISUME,MELBOURNE,32339007,175-177 FLINDERS LANE,null,3000,144.9686584,Restaurant and cafe Licence,3964,MELBOURNE,-37.81612439
BAMBOO VILLAGE BBQ - MELBOURNE,MELBOURNE,32333310,229 RUSSELL STREET,null,3000,144.967125,Restaurant and cafe Licence,3981,MELBOURNE,-37.8112893
CHILLI EVEREST,MELBOURNE,32332584,SHOP GD OE-6,211 LATROBE STREET - MELBOURNE CENTRAL,3000,144.9634863,Restaurant and cafe Licence,3992,MELBOURNE,-37.81170035
BROOKLYN DEPOT MELBOURNE,MELBOURNE,32332649,4/399 LONSDALE STREET,null,3000,144.960655,Restaurant and cafe Licence,3996,MELBOURNE,-37.81297252
JULIET MELBOURNE,MELBOURNE,32333302,BASEMENT LEVEL,37-41 LITTLE BOURKE STREET,3000,144.9714971,On-Premises Licence,4004,MELBOURNE,-37.81081544
CLAYPOTS BARBAROSSA,MELBOURNE,32332411,79 HARDWARE LANE,null,3000,144.960655,Restaurant and cafe Licence,4025,MELBOURNE,-37.81297252
BURGER PROJECT ST JAMES,MELBOURNE,32332267,"TENANCY 4, ST JAMES",535-555 BOURKE STREET,3000,144.9573146,Restaurant and cafe Licence,4040,MELBOURNE,-37.81616875
@SIAM THAI RESTAURANT,MELBOURNE,32332518,165A BOURKE STREET,null,3000,144.96861,Restaurant and cafe Licence,4041,MELBOURNE,-37.812888
WONDERBAO,MELBOURNE,32333734,A'BECKETT TOWER,"SHOP 4, 19-37 A'BECKETT ST",3000,144.9626061,Restaurant and cafe Licence,4053,MELBOURNE,-37.80891993
DELIVEROO AUSTRALIA PTY LTD,MELBOURNE,36140565,"LEVEL 1, 161 COLLINS STREET",null,3000,144.9686243,Limited Licence,4068,MELBOURNE,-37.81510341
ROMEO LANE,MELBOURNE,32333394,"REAR 62, BOURKE STREET",null,3000,144.971132,On-Premises Licence,4103,MELBOURNE,-37.811599
VRANKEN-POMMERY AUSTRALIA PTY LTD,MELBOURNE,36140777,L 1,63 EXHIBITION ST,3000,144.9714268,Limited Licence,4121,MELBOURNE,-37.81458604
CUMULUS EATING HOUSE & BAR,MELBOURNE,31956165,45 FLINDERS LANE,null,3000,144.9730786,Late night (general) Licence,4158,MELBOURNE,-37.81483078
LOST AND FOUND BAR,MELBOURNE,32335207,"LOT 10A, 250 FLINDERS ST",null,3000,144.9660483,On-Premises Licence,4164,MELBOURNE,-37.81759185
VAMOS MELBOURNE,MELBOURNE,32334968,"FIRST FLOOR, 37 LITTLE BOURKE STREET",null,3000,144.9714971,On-Premises Licence,4168,MELBOURNE,-37.81081544
